Fig  3e,,,,"Note from author: 1. The blank cells indicate  the calculated NO2 binding energy was not exothermic under the corresponding {pH,potential}, implying no adsorption; thus, no value is reported and leave with blank.",
Model Data,,,,,2. Reader may find certain potential-pH ranges are duplicated; This is because NO2 binding was calculated separately on both TTM and CuNP for streamlined data analysis and visualization. Further details are provided in the Python code.
pH value,Potential of TTM (V vs. RHE),NO2 binding energy of TTM (kJ mol-1),NO2 binding energy of CuNP (kJ mol-1),,
11.2,-2.6,-30.0615,,,
11.3,-2.6,-30.6354,,,
11.4,-2.6,-31.2094,,,
11.5,-2.6,-31.7834,,,
11.6,-2.6,-32.3573,,,
11.7,-2.6,-32.9313,,,
11.8,-2.6,-33.5053,,,
11.9,-2.6,-34.0792,,,
12.0,-2.6,-34.6532,,,
6.0,-2.6,-0.21516,,,
6.1,-2.6,-0.78913,,,
6.2,-2.6,-1.36309,,,
6.3,-2.6,-1.93706,,,
6.4,-2.6,-2.51103,,,
6.5,-2.6,-3.085,,,
6.6,-2.6,-3.65896,,,
6.7,-2.6,-4.23293,,,
6.8,-2.6,-4.8069,,,
6.9,-2.6,-5.38087,,,
7.0,-2.6,-5.95483,,,
7.1,-2.6,-6.5288,,,
7.2,-2.6,-7.10277,,,
7.3,-2.6,-7.67673,,,
7.4,-2.6,-8.2507,,,
7.5,-2.6,-8.82467,,,
7.6,-2.6,-9.39864,,,
7.7,-2.6,-9.9726,,,
7.8,-2.6,-10.5466,,,
7.9,-2.6,-11.1205,,,
8.0,-2.6,-11.6945,,,
8.1,-2.6,-12.2685,,,
8.2,-2.6,-12.8424,,,
8.3,-2.6,-13.4164,,,
8.4,-2.6,-13.9904,,,
8.5,-2.6,-14.5643,,,
8.6,-2.6,-15.1383,,,
8.7,-2.6,-15.7123,,,
8.8,-2.6,-16.2862,,,
8.9,-2.6,-16.8602,,,
9.0,-2.6,-17.4342,,,
9.1,-2.6,-18.0081,,,
9.2,-2.6,-18.5821,,,
9.3,-2.6,-19.1561,,,
9.4,-2.6,-19.73,,,
9.5,-2.6,-20.304,,,
9.6,-2.6,-20.878,,,
9.7,-2.6,-21.4519,,,
9.8,-2.6,-22.0259,,,
9.9,-2.6,-22.5999,,,
10.0,-2.6,-23.1739,,,
10.1,-2.6,-23.7478,,,
10.2,-2.6,-24.3218,,,
10.3,-2.6,-24.8958,,,
10.4,-2.6,-25.4697,,,
10.5,-2.6,-26.0437,,,
10.6,-2.6,-26.6177,,,
10.7,-2.6,-27.1916,,,
10.8,-2.6,-27.7656,,,
10.9,-2.6,-28.3396,,,
11.0,-2.6,-28.9135,,,
11.1,-2.6,-29.4875,,,
11.2,-2.6,-30.0615,,,
11.3,-2.6,-30.6354,,,
11.4,-2.6,-31.2094,,,
11.5,-2.6,-31.7834,,,
11.6,-2.6,-32.3573,,,
11.7,-2.6,-32.9313,,,
11.8,-2.6,-33.5053,,,
11.9,-2.6,-34.0792,,,
12.0,-2.55,-34.6532,,,
6.0,-2.55,-0.21516,,,
6.1,-2.55,-0.78913,,,
6.2,-2.55,-1.36309,,,
6.3,-2.55,-1.93706,,,
6.4,-2.55,-2.51103,,,
6.5,-2.55,-3.085,,,
6.6,-2.55,-3.65896,,,
6.7,-2.55,-4.23293,,,
6.8,-2.55,-4.8069,,,
6.9,-2.55,-5.38087,,,
7.0,-2.55,-5.95483,,,
7.1,-2.55,-6.5288,,,
7.2,-2.55,-7.10277,,,
7.3,-2.55,-7.67673,,,
7.4,-2.55,-8.2507,,,
7.5,-2.55,-8.82467,,,
7.6,-2.55,-9.39864,,,
7.7,-2.55,-9.9726,,,
7.8,-2.55,-10.5466,,,
7.9,-2.55,-11.1205,,,
8.0,-2.55,-11.6945,,,
8.1,-2.55,-12.2685,,,
8.2,-2.55,-12.8424,,,
8.3,-2.55,-13.4164,,,
8.4,-2.55,-13.9904,,,
8.5,-2.55,-14.5643,,,
8.6,-2.55,-15.1383,,,
8.7,-2.55,-15.7123,,,
8.8,-2.55,-16.2862,,,
8.9,-2.55,-16.8602,,,
9.0,-2.55,-17.4342,,,
9.1,-2.55,-18.0081,,,
9.2,-2.55,-18.5821,,,
9.3,-2.55,-19.1561,,,
9.4,-2.55,-19.73,,,
9.5,-2.55,-20.304,,,
9.6,-2.55,-20.878,,,
9.7,-2.55,-21.4519,,,
9.8,-2.55,-22.0259,,,
9.9,-2.55,-22.5999,,,
10.0,-2.55,-23.1739,,,
10.1,-2.55,-23.7478,,,
10.2,-2.55,-24.3218,,,
10.3,-2.55,-24.8958,,,
10.4,-2.55,-25.4697,,,
10.5,-2.55,-26.0437,,,
10.6,-2.55,-26.6177,,,
10.7,-2.55,-27.1916,,,
10.8,-2.55,-27.7656,,,
10.9,-2.55,-28.3396,,,
11.0,-2.55,-28.9135,,,
11.1,-2.55,-29.4875,,,
11.2,-2.55,-30.0615,,,
11.3,-2.55,-30.6354,,,
11.4,-2.55,-31.2094,,,
11.5,-2.55,-31.7834,,,
11.6,-2.55,-32.3573,,,
11.7,-2.55,-32.9313,,,
11.8,-2.55,-33.5053,,,
11.9,-2.55,-34.0792,,,
12.0,-2.55,-34.6532,,,
6.0,-2.55,-0.21516,,,
6.1,-2.55,-0.78913,,,
6.2,-2.55,-1.36309,,,
6.3,-2.55,-1.93706,,,
6.4,-2.55,-2.51103,,,
6.5,-2.55,-3.085,,,
6.6,-2.55,-3.65896,,,
6.7,-2.55,-4.23293,,,
6.8,-2.55,-4.8069,,,
6.9,-2.55,-5.38087,,,
7.0,-2.5,-5.95483,,,
7.1,-2.5,-6.5288,,,
7.2,-2.5,-7.10277,,,
7.3,-2.5,-7.67673,,,
7.4,-2.5,-8.2507,,,
7.5,-2.5,-8.82467,,,
7.6,-2.5,-9.39864,,,
7.7,-2.5,-9.9726,,,
7.8,-2.5,-10.5466,,,
7.9,-2.5,-11.1205,,,
8.0,-2.5,-11.6945,,,
8.1,-2.5,-12.2685,,,
8.2,-2.5,-12.8424,,,
8.3,-2.5,-13.4164,,,
8.4,-2.5,-13.9904,,,
8.5,-2.5,-14.5643,,,
8.6,-2.5,-15.1383,,,
8.7,-2.5,-15.7123,,,
8.8,-2.5,-16.2862,,,
8.9,-2.5,-16.8602,,,
9.0,-2.5,-17.4342,,,
9.1,-2.5,-18.0081,,,
9.2,-2.5,-18.5821,,,
9.3,-2.5,-19.1561,,,
9.4,-2.5,-19.73,,,
9.5,-2.5,-20.304,,,
9.6,-2.5,-20.878,,,
9.7,-2.5,-21.4519,,,
9.8,-2.5,-22.0259,,,
9.9,-2.5,-22.5999,,,
10.0,-2.5,-23.1739,,,
10.1,-2.5,-23.7478,,,
10.2,-2.5,-24.3218,,,
10.3,-2.5,-24.8958,,,
10.4,-2.5,-25.4697,,,
10.5,-2.5,-26.0437,,,
10.6,-2.5,-26.6177,,,
10.7,-2.5,-27.1916,,,
10.8,-2.5,-27.7656,,,
10.9,-2.5,-28.3396,,,
11.0,-2.5,-28.9135,,,
11.1,-2.5,-29.4875,,,
11.2,-2.5,-30.0615,,,
11.3,-2.5,-30.6354,,,
11.4,-2.5,-31.2094,,,
11.5,-2.5,-31.7834,,,
11.6,-2.5,-32.3573,,,
11.7,-2.5,-32.9313,,,
11.8,-2.5,-33.5053,,,
11.9,-2.5,-34.0792,,,
12.0,-2.5,-34.6532,,,
6.0,-2.5,-0.21516,,,
6.1,-2.5,-0.78913,,,
6.2,-2.5,-1.36309,,,
6.3,-2.5,-1.93706,,,
6.4,-2.5,-2.51103,,,
6.5,-2.5,-3.085,,,
6.6,-2.5,-3.65896,,,
6.7,-2.5,-4.23293,,,
6.8,-2.5,-4.8069,,,
6.9,-2.5,-5.38087,,,
7.0,-2.5,-5.95483,,,
7.1,-2.5,-6.5288,,,
7.2,-2.5,-7.10277,,,
7.3,-2.5,-7.67673,,,
7.4,-2.5,-8.2507,,,
7.5,-2.5,-8.82467,,,
7.6,-2.5,-9.39864,,,
7.7,-2.5,-9.9726,,,
7.8,-2.5,-10.5466,,,
7.9,-2.5,-11.1205,,,
8.0,-2.5,-11.6945,,,
8.1,-2.45,-12.2685,,,
8.2,-2.45,-12.8424,,,
8.3,-2.45,-13.4164,,,
8.4,-2.45,-13.9904,,,
8.5,-2.45,-14.5643,,,
8.6,-2.45,-15.1383,,,
8.7,-2.45,-15.7123,,,
8.8,-2.45,-16.2862,,,
8.9,-2.45,-16.8602,,,
9.0,-2.45,-17.4342,,,
9.1,-2.45,-18.0081,,,
9.2,-2.45,-18.5821,,,
9.3,-2.45,-19.1561,,,
9.4,-2.45,-19.73,,,
9.5,-2.45,-20.304,,,
9.6,-2.45,-20.878,,,
9.7,-2.45,-21.4519,,,
9.8,-2.45,-22.0259,,,
9.9,-2.45,-22.5999,,,
10.0,-2.45,-23.1739,,,
10.1,-2.45,-23.7478,,,
10.2,-2.45,-24.3218,,,
10.3,-2.45,-24.8958,,,
10.4,-2.45,-25.4697,,,
10.5,-2.45,-26.0437,,,
10.6,-2.45,-26.6177,,,
10.7,-2.45,-27.1916,,,
10.8,-2.45,-27.7656,,,
10.9,-2.45,-28.3396,,,
11.0,-2.45,-28.9135,,,
11.1,-2.45,-29.4875,,,
11.2,-2.45,-30.0615,,,
11.3,-2.45,-30.6354,,,
11.4,-2.45,-31.2094,,,
11.5,-2.45,-31.7834,,,
11.6,-2.45,-32.3573,,,
11.7,-2.45,-32.9313,,,
11.8,-2.45,-33.5053,,,
11.9,-2.45,-34.0792,,,
12.0,-2.45,-34.6532,,,
6.0,-2.45,-0.21516,,,
6.1,-2.45,-0.78913,,,
6.2,-2.45,-1.36309,,,
6.3,-2.45,-1.93706,,,
6.4,-2.45,-2.51103,,,
6.5,-2.45,-3.085,,,
6.6,-2.45,-3.65896,,,
6.7,-2.45,-4.23293,,,
6.8,-2.45,-4.8069,,,
6.9,-2.45,-5.38087,,,
7.0,-2.45,-5.95483,,,
7.1,-2.45,-6.5288,,,
7.2,-2.45,-7.10277,,,
7.3,-2.45,-7.67673,,,
7.4,-2.45,-8.2507,,,
7.5,-2.45,-8.82467,,,
7.6,-2.45,-9.39864,,,
7.7,-2.45,-9.9726,,,
7.8,-2.45,-10.5466,,,
7.9,-2.45,-11.1205,,,
8.0,-2.45,-11.6945,,,
8.1,-2.45,-12.2685,,,
8.2,-2.45,-12.8424,,,
8.3,-2.45,-13.4164,,,
8.4,-2.45,-13.9904,,,
8.5,-2.45,-14.5643,,,
8.6,-2.45,-15.1383,,,
8.7,-2.45,-15.7123,,,
8.8,-2.45,-16.2862,,,
8.9,-2.45,-16.8602,,,
9.0,-2.45,-17.4342,,,
9.1,-2.45,-18.0081,,,
9.2,-2.4,-18.5821,,,
9.3,-2.4,-19.1561,,,
9.4,-2.4,-19.73,,,
9.5,-2.4,-20.304,,,
9.6,-2.4,-20.878,,,
9.7,-2.4,-21.4519,,,
9.8,-2.4,-22.0259,,,
9.9,-2.4,-22.5999,,,
10.0,-2.4,-23.1739,,,
10.1,-2.4,-23.7478,,,
10.2,-2.4,-24.3218,,,
10.3,-2.4,-24.8958,,,
10.4,-2.4,-25.4697,,,
10.5,-2.4,-26.0437,,,
10.6,-2.4,-26.6177,,,
10.7,-2.4,-27.1916,,,
10.8,-2.4,-27.7656,,,
10.9,-2.4,-28.3396,,,
11.0,-2.4,-28.9135,,,
11.1,-2.4,-29.4875,,,
11.2,-2.4,-30.0615,,,
11.3,-2.4,-30.6354,,,
11.4,-2.4,-31.2094,,,
11.5,-2.4,-31.7834,,,
11.6,-2.4,-32.3573,,,
11.7,-2.4,-32.9313,,,
11.8,-2.4,-33.5053,,,
11.9,-2.4,-34.0792,,,
12.0,-2.4,-34.6532,,,
6.0,-2.4,-0.21516,,,
6.1,-2.4,-0.78913,,,
6.2,-2.4,-1.36309,,,
6.3,-2.4,-1.93706,,,
6.4,-2.4,-2.51103,,,
6.5,-2.4,-3.085,,,
6.6,-2.4,-3.65896,,,
6.7,-2.4,-4.23293,,,
6.8,-2.4,-4.8069,,,
6.9,-2.4,-5.38087,,,
7.0,-2.4,-5.95483,,,
7.1,-2.4,-6.5288,,,
7.2,-2.4,-7.10277,,,
7.3,-2.4,-7.67673,,,
7.4,-2.4,-8.2507,,,
7.5,-2.4,-8.82467,,,
7.6,-2.4,-9.39864,,,
7.7,-2.4,-9.9726,,,
7.8,-2.4,-10.5466,,,
7.9,-2.4,-11.1205,,,
8.0,-2.4,-11.6945,,,
8.1,-2.4,-12.2685,,,
8.2,-2.4,-12.8424,,,
8.3,-2.4,-13.4164,,,
8.4,-2.4,-13.9904,,,
8.5,-2.4,-14.5643,,,
8.6,-2.4,-15.1383,,,
8.7,-2.4,-15.7123,,,
8.8,-2.4,-16.2862,,,
8.9,-2.4,-16.8602,,,
9.0,-2.4,-17.4342,,,
9.1,-2.4,-18.0081,,,
9.2,-2.4,-18.5821,,,
9.3,-2.4,-19.1561,,,
9.4,-2.4,-19.73,,,
9.5,-2.4,-20.304,,,
9.6,-2.4,-20.878,,,
9.7,-2.4,-21.4519,,,
9.8,-2.4,-22.0259,,,
9.9,-2.4,-22.5999,,,
10.0,-2.4,-23.1739,,,
10.1,-2.4,-23.7478,,,
10.2,-2.4,-24.3218,,,
10.3,-2.35,-24.8958,,,
10.4,-2.35,-25.4697,,,
10.5,-2.35,-26.0437,,,
10.6,-2.35,-26.6177,,,
10.7,-2.35,-27.1916,,,
10.8,-2.35,-27.7656,,,
10.9,-2.35,-28.3396,,,
11.0,-2.35,-28.9135,,,
11.1,-2.35,-29.4875,,,
11.2,-2.35,-30.0615,,,
11.3,-2.35,-30.6354,,,
11.4,-2.35,-31.2094,,,
11.5,-2.35,-31.7834,,,
11.6,-2.35,-32.3573,,,
11.7,-2.35,-32.9313,,,
11.8,-2.35,-33.5053,,,
11.9,-2.35,-34.0792,,,
12.0,-2.35,-34.6532,,,
6.0,-2.35,-0.21516,,,
6.1,-2.35,-0.78913,,,
6.2,-2.35,-1.36309,,,
6.3,-2.35,-1.93706,,,
6.4,-2.35,-2.51103,,,
6.5,-2.35,-3.085,,,
6.6,-2.35,-3.65896,,,
6.7,-2.35,-4.23293,,,
6.8,-2.35,-4.8069,,,
6.9,-2.35,-5.38087,,,
7.0,-2.35,-5.95483,,,
7.1,-2.35,-6.5288,,,
7.2,-2.35,-7.10277,,,
7.3,-2.35,-7.67673,,,
7.4,-2.35,-8.2507,,,
7.5,-2.35,-8.82467,,,
7.6,-2.35,-9.39864,,,
7.7,-2.35,-9.9726,,,
7.8,-2.35,-10.5466,,,
7.9,-2.35,-11.1205,,,
8.0,-2.35,-11.6945,,,
8.1,-2.35,-12.2685,,,
8.2,-2.35,-12.8424,,,
8.3,-2.35,-13.4164,,,
8.4,-2.35,-13.9904,,,
8.5,-2.35,-14.5643,,,
8.6,-2.35,-15.1383,,,
8.7,-2.35,-15.7123,,,
8.8,-2.35,-16.2862,,,
8.9,-2.35,-16.8602,,,
9.0,-2.35,-17.4342,,,
9.1,-2.35,-18.0081,,,
9.2,-2.35,-18.5821,,,
9.3,-2.35,-19.1561,,,
9.4,-2.35,-19.73,,,
9.5,-2.35,-20.304,,,
9.6,-2.35,-20.878,,,
9.7,-2.35,-21.4519,,,
9.8,-2.35,-22.0259,,,
9.9,-2.35,-22.5999,,,
10.0,-2.35,-23.1739,,,
10.1,-2.35,-23.7478,,,
10.2,-2.35,-24.3218,,,
10.3,-2.35,-24.8958,,,
10.4,-2.35,-25.4697,,,
10.5,-2.35,-26.0437,,,
10.6,-2.35,-26.6177,,,
10.7,-2.35,-27.1916,,,
10.8,-2.35,-27.7656,,,
10.9,-2.35,-28.3396,,,
11.0,-2.35,-28.9135,,,
11.1,-2.35,-29.4875,,,
11.2,-2.35,-30.0615,,,
11.3,-2.35,-30.6354,,,
11.4,-2.3,-31.2094,,,
11.5,-2.3,-31.7834,,,
11.6,-2.3,-32.3573,,,
11.7,-2.3,-32.9313,,,
11.8,-2.3,-33.5053,,,
11.9,-2.3,-34.0792,,,
12.0,-2.3,-34.6532,,,
6.0,-2.3,-0.21516,,,
6.1,-2.3,-0.78913,,,
6.2,-2.3,-1.36309,,,
6.3,-2.3,-1.93706,,,
6.4,-2.3,-2.51103,,,
6.5,-2.3,-3.085,,,
6.6,-2.3,-3.65896,,,
6.7,-2.3,-4.23293,,,
6.8,-2.3,-4.8069,,,
6.9,-2.3,-5.38087,,,
7.0,-2.3,-5.95483,,,
7.1,-2.3,-6.5288,,,
7.2,-2.3,-7.10277,,,
7.3,-2.3,-7.67673,,,
7.4,-2.3,-8.2507,,,
7.5,-2.3,-8.82467,,,
7.6,-2.3,-9.39864,,,
7.7,-2.3,-9.9726,,,
7.8,-2.3,-10.5466,,,
7.9,-2.3,-11.1205,,,
8.0,-2.3,-11.6945,,,
8.1,-2.3,-12.2685,,,
8.2,-2.3,-12.8424,,,
8.3,-2.3,-13.4164,,,
8.4,-2.3,-13.9904,,,
8.5,-2.3,-14.5643,,,
8.6,-2.3,-15.1383,,,
8.7,-2.3,-15.7123,,,
8.8,-2.3,-16.2862,,,
8.9,-2.3,-16.8602,,,
9.0,-2.3,-17.4342,,,
9.1,-2.3,-18.0081,,,
9.2,-2.3,-18.5821,,,
9.3,-2.3,-19.1561,,,
9.4,-2.3,-19.73,,,
9.5,-2.3,-20.304,,,
9.6,-2.3,-20.878,,,
9.7,-2.3,-21.4519,,,
9.8,-2.3,-22.0259,,,
9.9,-2.3,-22.5999,,,
10.0,-2.3,-23.1739,,,
10.1,-2.3,-23.7478,,,
10.2,-2.3,-24.3218,,,
10.3,-2.3,-24.8958,,,
10.4,-2.3,-25.4697,,,
10.5,-2.3,-26.0437,,,
10.6,-2.3,-26.6177,,,
10.7,-2.3,-27.1916,,,
10.8,-2.3,-27.7656,,,
10.9,-2.3,-28.3396,,,
11.0,-2.3,-28.9135,,,
11.1,-2.3,-29.4875,,,
11.2,-2.3,-30.0615,,,
11.3,-2.3,-30.6354,,,
11.4,-2.3,-31.2094,,,
11.5,-2.3,-31.7834,,,
11.6,-2.3,-32.3573,,,
11.7,-2.3,-32.9313,,,
11.8,-2.3,-33.5053,,,
11.9,-2.3,-34.0792,,,
12.0,-2.3,-34.6532,,,
6.0,-2.3,-0.21516,,,
6.1,-2.3,-0.78913,,,
6.2,-2.3,-1.36309,,,
6.3,-2.3,-1.93706,,,
6.4,-2.25,-2.51103,,,
6.5,-2.25,-3.085,,,
6.6,-2.25,-3.65896,,,
6.7,-2.25,-4.23293,,,
6.8,-2.25,-4.8069,,,
6.9,-2.25,-5.38087,,,
7.0,-2.25,-5.95483,,,
7.1,-2.25,-6.5288,,,
7.2,-2.25,-7.10277,,,
7.3,-2.25,-7.67673,,,
7.4,-2.25,-8.2507,,,
7.5,-2.25,-8.82467,,,
7.6,-2.25,-9.39864,,,
7.7,-2.25,-9.9726,,,
7.8,-2.25,-10.5466,,,
7.9,-2.25,-11.1205,,,
8.0,-2.25,-11.6945,,,
8.1,-2.25,-12.2685,,,
8.2,-2.25,-12.8424,,,
8.3,-2.25,-13.4164,,,
8.4,-2.25,-13.9904,,,
8.5,-2.25,-14.5643,,,
8.6,-2.25,-15.1383,,,
8.7,-2.25,-15.7123,,,
8.8,-2.25,-16.2862,,,
8.9,-2.25,-16.8602,,,
9.0,-2.25,-17.4342,,,
9.1,-2.25,-18.0081,,,
9.2,-2.25,-18.5821,,,
9.3,-2.25,-19.1561,,,
9.4,-2.25,-19.73,,,
9.5,-2.25,-20.304,,,
9.6,-2.25,-20.878,,,
9.7,-2.25,-21.4519,,,
9.8,-2.25,-22.0259,,,
9.9,-2.25,-22.5999,,,
10.0,-2.25,-23.1739,,,
10.1,-2.25,-23.7478,,,
10.2,-2.25,-24.3218,,,
10.3,-2.25,-24.8958,,,
10.4,-2.25,-25.4697,,,
10.5,-2.25,-26.0437,,,
10.6,-2.25,-26.6177,,,
10.7,-2.25,-27.1916,,,
10.8,-2.25,-27.7656,,,
10.9,-2.25,-28.3396,,,
11.0,-2.25,-28.9135,,,
11.1,-2.25,-29.4875,,,
11.2,-2.25,-30.0615,,,
11.3,-2.25,-30.6354,,,
11.4,-2.25,-31.2094,,,
11.5,-2.25,-31.7834,,,
11.6,-2.25,-32.3573,,,
11.7,-2.25,-32.9313,,,
11.8,-2.25,-33.5053,,,
11.9,-2.25,-34.0792,,,
12.0,-2.25,-34.6532,,,
6.0,-2.25,-0.21516,,,
6.1,-2.25,-0.78913,,,
6.2,-2.25,-1.36309,,,
6.3,-2.25,-1.93706,,,
6.4,-2.25,-2.51103,,,
6.5,-2.25,-3.085,,,
6.6,-2.25,-3.65896,,,
6.7,-2.25,-4.23293,,,
6.8,-2.25,-4.8069,,,
6.9,-2.25,-5.38087,,,
7.0,-2.25,-5.95483,,,
7.1,-2.25,-6.5288,,,
7.2,-2.25,-7.10277,,,
7.3,-2.25,-7.67673,,,
7.4,-2.25,-8.2507,,,
7.5,-2.2,-8.82467,,,
7.6,-2.2,-9.39864,,,
7.7,-2.2,-9.9726,,,
7.8,-2.2,-10.5466,,,
7.9,-2.2,-11.1205,,,
8.0,-2.2,-11.6945,,,
8.1,-2.2,-12.2685,,,
8.2,-2.2,-12.8424,,,
8.3,-2.2,-13.4164,,,
8.4,-2.2,-13.9904,,,
8.5,-2.2,-14.5643,,,
8.6,-2.2,-15.1383,,,
8.7,-2.2,-15.7123,,,
8.8,-2.2,-16.2862,,,
8.9,-2.2,-16.8602,,,
9.0,-2.2,-17.4342,,,
9.1,-2.2,-18.0081,,,
9.2,-2.2,-18.5821,,,
9.3,-2.2,-19.1561,,,
9.4,-2.2,-19.73,,,
9.5,-2.2,-20.304,,,
9.6,-2.2,-20.878,,,
9.7,-2.2,-21.4519,,,
9.8,-2.2,-22.0259,,,
9.9,-2.2,-22.5999,,,
10.0,-2.2,-23.1739,,,
10.1,-2.2,-23.7478,,,
10.2,-2.2,-24.3218,,,
10.3,-2.2,-24.8958,,,
10.4,-2.2,-25.4697,,,
10.5,-2.2,-26.0437,,,
10.6,-2.2,-26.6177,,,
10.7,-2.2,-27.1916,,,
10.8,-2.2,-27.7656,,,
10.9,-2.2,-28.3396,,,
11.0,-2.2,-28.9135,,,
11.1,-2.2,-29.4875,,,
11.2,-2.2,-30.0615,,,
11.3,-2.2,-30.6354,,,
11.4,-2.2,-31.2094,,,
11.5,-2.2,-31.7834,,,
11.6,-2.2,-32.3573,,,
11.7,-2.2,-32.9313,,,
11.8,-2.2,-33.5053,,,
11.9,-2.2,-34.0792,,,
12.0,-2.2,-34.6532,,,
6.0,-2.2,-0.21516,,,
6.1,-2.2,-0.78913,,,
6.2,-2.2,-1.36309,,,
6.3,-2.2,-1.93706,,,
6.4,-2.2,-2.51103,,,
6.5,-2.2,-3.085,,,
6.6,-2.2,-3.65896,,,
6.7,-2.2,-4.23293,,,
6.8,-2.2,-4.8069,,,
6.9,-2.2,-5.38087,,,
7.0,-2.2,-5.95483,,,
7.1,-2.2,-6.5288,,,
7.2,-2.2,-7.10277,,,
7.3,-2.2,-7.67673,,,
7.4,-2.2,-8.2507,,,
7.5,-2.2,-8.82467,,,
7.6,-2.2,-9.39864,,,
7.7,-2.2,-9.9726,,,
7.8,-2.2,-10.5466,,,
7.9,-2.2,-11.1205,,,
8.0,-2.2,-11.6945,,,
8.1,-2.2,-12.2685,,,
8.2,-2.2,-12.8424,,,
8.3,-2.2,-13.4164,,,
8.4,-2.2,-13.9904,,,
8.5,-2.2,-14.5643,,,
8.6,-2.15,-15.1383,,,
8.7,-2.15,-15.7123,,,
8.8,-2.15,-16.2862,,,
8.9,-2.15,-16.8602,,,
9.0,-2.15,-17.4342,,,
9.1,-2.15,-18.0081,,,
9.2,-2.15,-18.5821,,,
9.3,-2.15,-19.1561,,,
9.4,-2.15,-19.73,,,
9.5,-2.15,-20.304,,,
9.6,-2.15,-20.878,,,
9.7,-2.15,-21.4519,,,
9.8,-2.15,-22.0259,,,
9.9,-2.15,-22.5999,,,
10.0,-2.15,-23.1739,,,
10.1,-2.15,-23.7478,,,
10.2,-2.15,-24.3218,,,
10.3,-2.15,-24.8958,,,
10.4,-2.15,-25.4697,,,
10.5,-2.15,-26.0437,,,
10.6,-2.15,-26.6177,,,
10.7,-2.15,-27.1916,,,
10.8,-2.15,-27.7656,,,
10.9,-2.15,-28.3396,,,
11.0,-2.15,-28.9135,,,
11.1,-2.15,-29.4875,,,
11.2,-2.15,-30.0615,,,
11.3,-2.15,-30.6354,,,
11.4,-2.15,-31.2094,,,
11.5,-2.15,-31.7834,,,
11.6,-2.15,-32.3573,,,
11.7,-2.15,-32.9313,,,
11.8,-2.15,-33.5053,,,
11.9,-2.15,-34.0792,,,
12.0,-2.15,-34.6532,,,
6.0,-2.15,-0.21516,,,
6.1,-2.15,-0.78913,,,
6.2,-2.15,-1.36309,,,
6.3,-2.15,-1.93706,,,
6.4,-2.15,-2.51103,,,
6.5,-2.15,-3.085,,,
6.6,-2.15,-3.65896,,,
6.7,-2.15,-4.23293,,,
6.8,-2.15,-4.8069,,,
6.9,-2.15,-5.38087,,,
7.0,-2.15,-5.95483,,,
7.1,-2.15,-6.5288,,,
7.2,-2.15,-7.10277,,,
7.3,-2.15,-7.67673,,,
7.4,-2.15,-8.2507,,,
7.5,-2.15,-8.82467,,,
7.6,-2.15,-9.39864,,,
7.7,-2.15,-9.9726,,,
7.8,-2.15,-10.5466,,,
7.9,-2.15,-11.1205,,,
8.0,-2.15,-11.6945,,,
8.1,-2.15,-12.2685,,,
8.2,-2.15,-12.8424,,,
8.3,-2.15,-13.4164,,,
8.4,-2.15,-13.9904,,,
8.5,-2.15,-14.5643,,,
8.6,-2.15,-15.1383,,,
8.7,-2.15,-15.7123,,,
8.8,-2.15,-16.2862,,,
8.9,-2.15,-16.8602,,,
9.0,-2.15,-17.4342,,,
9.1,-2.15,-18.0081,,,
9.2,-2.15,-18.5821,,,
9.3,-2.15,-19.1561,,,
9.4,-2.15,-19.73,,,
9.5,-2.15,-20.304,,,
9.6,-2.15,-20.878,,,
9.7,-2.1,-21.4519,,,
9.8,-2.1,-22.0259,,,
9.9,-2.1,-22.5999,,,
10.0,-2.1,-23.1739,,,
10.1,-2.1,-23.7478,,,
10.2,-2.1,-24.3218,,,
10.3,-2.1,-24.8958,,,
10.4,-2.1,-25.4697,,,
10.5,-2.1,-26.0437,,,
10.6,-2.1,-26.6177,,,
10.7,-2.1,-27.1916,,,
10.8,-2.1,-27.7656,,,
10.9,-2.1,-28.3396,,,
11.0,-2.1,-28.9135,,,
11.1,-2.1,-29.4875,,,
11.2,-2.1,-30.0615,,,
11.3,-2.1,-30.6354,,,
11.4,-2.1,-31.2094,,,
11.5,-2.1,-31.7834,,,
11.6,-2.1,-32.3573,,,
11.7,-2.1,-32.9313,,,
11.8,-2.1,-33.5053,,,
11.9,-2.1,-34.0792,,,
12.0,-2.1,-34.6532,,,
6.0,-2.1,-0.21516,,,
6.1,-2.1,-0.78913,,,
6.2,-2.1,-1.36309,,,
6.3,-2.1,-1.93706,,,
6.4,-2.1,-2.51103,,,
6.5,-2.1,-3.085,,,
6.6,-2.1,-3.65896,,,
6.7,-2.1,-4.23293,,,
6.8,-2.1,-4.8069,,,
6.9,-2.1,-5.38087,,,
7.0,-2.1,-5.95483,,,
7.1,-2.1,-6.5288,,,
7.2,-2.1,-7.10277,,,
7.3,-2.1,-7.67673,,,
7.4,-2.1,-8.2507,,,
7.5,-2.1,-8.82467,,,
7.6,-2.1,-9.39864,,,
7.7,-2.1,-9.9726,,,
7.8,-2.1,-10.5466,,,
7.9,-2.1,-11.1205,,,
8.0,-2.1,-11.6945,,,
8.1,-2.1,-12.2685,,,
8.2,-2.1,-12.8424,,,
8.3,-2.1,-13.4164,,,
8.4,-2.1,-13.9904,,,
8.5,-2.1,-14.5643,,,
